abstract,class
"背景：職場霸凌是全世界的問題，英國、澳洲、歐洲、美國等國護理人員職場霸凌已是一個重要議題，並發現健康醫療照護體系發生職場霸凌(workplace bullying)的機率，明顯高於一般職業。, 目的：本研究為質性研究以探討組織工作因素之職場霸凌為主要研究目的，並探討護理職場霸凌發生後之工作效能的影響。, 方法：研究採用質性訪談，共招募志願參加達飽和共14位護理人員。採用一對一提問半結構式深訪方式進行，訪談時間約為30~90分鐘。取得IRB的審核通過後，開始收集資料。訪談過程同時收集訪談稿、筆記及經個案同意進行同步錄音。另外，為了彌補資料不足，必要時也採用電話回訪。訪談資料譯成逐字稿後，再進行編碼(code)、分析歸納與整理，在做分類說明。, 結果：影響護理人員職場霸凌之因素分別為組織管理因素及政策問題兩大類。組織因素包含主管領導風格的問題、不友善的環境(人際關係)、組織公平性、不當的組織規範；政策因素，包含，院內及國家醫療管理政策。霸凌事件發生對護理人員之工作效能及身心健康均有影響。, 結論：護理職場霸凌之相關因素中，護理人員的工作特質與工作滿意度是相對等的。當工作滿意度不佳，即易發生職場工作霸凌問題。而針對組織相關因素中管理者也就是主管的領導能力，對基層護理人員而言非常重要；她們認為主管在處理霸凌事件，或事件發生時處理不當，是會影響護理人員的工作效能。主管領導問題，被視為單位發生霸凌時，最主要的影響因素。本研究收集分析中發現最新最特別的議題為政策問題。另頻繁的國家政策變動且無良善的相對應措施，均易導致這些政策，造成一連串的組織工作霸凌問題發生。, 建議:, 1. 建議醫院有良善的公開工作規範及明確的工作分配，升遷制度公開透明，及公平有制度的獎懲條例，並確實落實施行。, 2. 倡導反霸凌行動零容忍策略，應強調上與下之間的雙向溝通，護理主管必須有良好的領導能力，或成立反制霸凌的組織。, 3. 國家能在實施新政策前能有良善配套措施或明確的策略，勿朝令夕改。, , ",醫學
"本研究的目為開發一基於串聯彈性致動器所設計的工業型鉚壓模組作為印刷電路板打件機的相關應用，其中串聯式彈性致動機構固定於滑塊上，並置於位移機構的線性滑軌作定向位移，藉由線性馬達驅動滑塊快速下降，使彈性致動機構前端的沖頭沖壓置放於印刷電路板上的緊固件，如此完成整個鉚壓作業。本模組的特點為不需要再額外加裝壓力感測器做回授控制，利用讀取彈簧的壓縮曲線便可調整PID控制器參數適應不同材質緊固件的鉚壓作業，並判其鉚壓品質。實驗結果證實了此系統於緊固件鉚壓作業的可行性。,",工程
"製造業隨著人工薪資高漲、原物料成本上升、產品的多樣與客製化需求提高，競爭相當激烈，同時產品之壽命週期日益縮短，唯有不斷求新求變與控制成本才能在市場上站穩腳步，邁向工業4.0的自動化生產是目前產業趨勢的改變。本文針對具繞性且不易自動化生產的通訊傳輸線接頭產品之自動化製造生產，提出以三階段方法規劃與建構流線型態之自動化生產系統，並且以具方向性之通訊接頭生產線為例，實際逐步建構具工業4.0規範之自動化生產系統。, 本文所提之三階段方法可以分為: (1) 產品之生產製程分析與規劃：收集產品製程資料並分析，建立完整的生產製程規劃之作業標準。 (2) 製造單元規劃與設計：針對產品製造進行單一製程時所需之治夾具與對應動作之機構進行設計，並提出以治具更換需求為基礎的製造單元分析及製造。以具方向性之通訊接頭生產線為例，本文將各單元製程，依治具更換需求為基礎分成完整的三個製造單元，與數個工作站組成，並規劃各單元合理的操作程序。 (3) 系統建構與整合測試：利用Flexsim模擬軟體建構生產系統之模擬模式，依模擬結果規劃各單元暫存區容量，完成生產線平衡之設計以及產品品質控制方法，並進行可程式控制(PLC)之軟體系統整合，進行生產資訊之收集。, 經由實際建置半自動化單元生產線，實機建置後可以將原先通訊傳輸線，人工產能一班44人11小時產出5‚850條傳輸線，以相同產量計算轉換成局部自動化流水線後所需人數由44人減少至27人，足見自動化效益極高。未來可以將生產線模擬模式與實際生產資訊資料庫整合，進行虛實整合產線(CPS)建置，完成具工業4.0規範之流水型態自動化生產線測試，並利用統計製程管制分析(SPC)來評估其生產良率，以期未來將產線完全自動化。, ,",工程
"近年來，氣候變遷(climate change)已受到全球的重視，二氧化碳(CO2)、甲烷(CH4)及氧化亞氮(N2O)為三種主要的溫室氣體，其中濕地是重要的天然碳匯或碳源生態系統，而廢(污)水處理廠也屬於溫室氣體排放的主要來源之一。國內外許多研究均指出廢(污)水處理廠及河口濕地在淨化水質的氧化及還原過程中，會同步釋放出溫室氣體，由於全球暖化(global warming)對環境的嚴重衝擊，因此進一步深入瞭解影響溫室氣體逸散排放的可能影響因子，實有其必要性及重要的環境價值。本研究首先利用自行開發設計的溫室氣體在線連續監測方法與傳統的氣相層析儀(gas chromatography)分析方法，配合動態浮動氣罩(dynamic floating chamber)，進行溫室氣體量測的平行比對及精準度驗證；再將在線連續監測系統應用於具代表性的工業廢水處理廠及天然河口濕地，並針對各廢水處理單元及河口濕地不同棲地，分別進行連續24小時的溫室氣體監測，藉以精準推估溫室氣體排放量及排放係數，再進一步配合量測所得的水質參數進行相關性分析。, 本研究針對石化工業及綜合工業廢水處理廠的現地溫室氣體監測結果發現，若每天僅採集數組氣體樣品進行溫室氣體濃度分析，用以估算溫室氣體的逸散排放量，非常可能會發生明顯高估或低估情形。由光學儀器法(NDIR)與氣相層析分析法的平行比對結果得知，除少部分樣品外，光學分析法與層析分析法，針對短時間及相同氣體樣品，兩種方法量測數據的差異性不大，例如:每天採集至少四次以上的採樣頻率，絕大部分相對誤差均低於7%，可見應用動態浮動氣罩進行GHGs監測具有可行性及可信度。, 由24小時連續監測結果得知，兩座廢水處理廠的溫室氣體排放濃度均呈現明顯的日夜變化趨勢，各處理單元溫室氣體逸散濃度呈現日間高於夜間之趨勢，其可能原因除日夜溫度變化外，各處理單元廢水的水質變化亦為可能原因之一。由在線連續監測結果得知，廢水處理場密閉式處理單元可監測到較高的GHG濃度，乃因密閉單元容易造成溫室氣體濃度的累績，相較之下開放單元較不易受到濃度累積之影響。各處理單元溫室氣體逸散均有明顯變化，CH4的日間逸散量較夜間高，N2O的夜間濃度變化較無明顯趨勢，反而是日間濃度有逐漸升高之趨勢。經由各處理單元排放溫室氣體的監測結果進行排放係數計算，配合操作相關資料進而推估出各處理單元溫室氣體排放量，亦可明顯看出各處理單元溫室氣體排放量，CO2的最高排放通量單元為調勻池及曝氣池；而CH4及N2O的最高排放通量單元均為終沉池。, 天然河口濕地受潮汐作用影響，河水及有機物與空氣接觸，進而因含氧量變化而影響溫室氣體的排放，植物對有機物的物理及化學作用(如：溫度、濕度、pH、有機物含量及胺基酸等)明顯改變溫室氣體的逸散排放特徵，可見濕地的植物影響溫室氣體排放比潮汐影響還要來得重要。因濕地有不同的濕地條件可能影響其生物、地質及化學程序，亦即影響碳匯及CH4釋放能力的多寡。濕地土壤長年處於浸水狀態，土壤孔隙呈飽滿水份狀態，底層土壤容易形成厭氣環境，氧化還原電位較低，且有機物含量豐富，這些都是造成CH4排放的原因。而夏季N2O排放濃度明顯高於CH4，原因為夏季溫度較高，會提高微生物的活性，增加脫硝與硝化作用的反應速率。, 天然河口濕地的三種棲地(泥灘地、植物及河水)對溫室氣體CO2、CH4及N2O排放通量有明顯的影響。由天然河口濕地溫室氣體排放與水質相關性分析結果得知，在濕地環境中CO2排放濃度與水溫、DO和TP呈明顯正相關，CH4排放濃度與DO、TP和NH4+-N呈明顯正相關，而N2O排放濃度與DO、TP和TN具有明顯正相關。因此，若能有效控制濕地環境的水質條件，或可降低天然濕地的溫室氣體排放量。,",工程
"機器手臂動作規劃為製造業自動化之重要工作，機器動作除可替代人類工作時之手部及大、小肢體動作，亦可連貫執行手部與機器之整合動作。由於具備可程式控制之本質，使機器手臂具有能快速適應異動之工作彈性，故成為工業4.0智慧製造環境之必要工具。然而，工作動作之多樣性乃隨產品樣式與數量之成長而正比增加，且為了確認動作符合實際需求，設定之工作通常須在生產現場實測進行。如此的作法就需要暫停工作並佔用生產線，當設定過程較為繁瑣耗時，就會直接增加整體生產之前置時間。本研究乃採用擴增實境(Augmented Reality, AR)之技術，運用AR標記定義實體工作空間之關鍵操作位置，並藉由逆向運動產生機器手臂動作軌跡之控制數據，再以虛擬空間之相等外型機器手臂模擬動作可行性。如此除可參考真實背景設立標記，亦可運用虛擬設施於遠端或離線進行工作規劃，促進機器手臂之虛實整合式控制能力。,",工程
"本研究主要目的是探討製造業的智慧化工廠設計與建置，分析製造業工廠可以如何因應智慧化。目前將製造業結合資訊科技仍處於新興階段，如何建立智慧工廠依然在模糊地帶，因此製造業在打造智慧化工廠上可能會遭遇發展困難。, 研究採取個案研究法，透過中國金豐機械工業有限公司智慧工廠實際案例，整理出建置智慧工廠的方法，作為其他製造業打造智慧工廠的參考。, 研究結果發現智慧工廠的設立重於實用、對自身需求的瞭解、依循步驟，針對真正需要智慧化的地方來改變，因此企業欲推行智慧化可以從知悉工廠所需並且投入資源，一步步打造智慧工廠。,",工程
"所謂工業風格，產品必須真實呈現給使用者，讓使用者暸解其材質特性，例如金屬光滑堅硬、木質溫暖柔和等，搭配原本產品自身的語意，可以令使用者更深一層的了解產品想要表達的訴求及其可能性，工業風格便是其中一例，當看見了充滿刻意表現出機構與結構所組成的產品或建築時，工業風格是一般人與設計專業者能夠共同理解的語彙。工業風格其實並非為一個精準確立的名詞，本論主要目的則是分析並建構工業風格設計流程。, , 本論之工業風格脈絡根據Ganea所提出的構成工業風格三個條件，也就是俐落的線條、刻意突顯的連接處、動態互動，進行架構並推導出建構工業風格應具備的功能準則與造形規範。首先將論述分為功能與外觀兩個面向，功能係以工業與製程之製程角度重新審視工業風格三條件會出現的原因，並與功能做連結；而外觀部分則是搜集各個年代風格代表作品，並利用形態分析法對作品進行描述與利用工業風格三條件進行篩選，最後得到形態要素、結合關係、細部處理、材質、色彩計畫、質地六大項外觀造形規範，並應用於實際產品設計製作中。設計製作產品共八樣，前四樣為碩士提報作品，後四樣則是碩士口試作品。作品如下有：, 可攜式準系統架、千斤頂高腳椅、滾珠軸承桌燈、閘式吊燈、指向喇叭、機車用水密導航架、快拆手錶、後仰休閒椅。,",工程
"本論文旨在研究工業皮帶的製程設計及改良之相關加工原理做細部闡述，並針對研究製品進行系列物理性及化學性能做測試驗證。包覆織物是整個工業皮帶在製備加工基本關鍵技術之首要。在工業上它必需面對各種不同的用途需求及嚴苛的使用環境。所以三角皮帶包覆織物基本上必需具備下列缺一不可的系列物理性能及化學性能：1.)吸濕性較低。2.)不易起毛毬。3.)耐化學品性能佳。4.)不易變形變皺可塑性強。5.)彈性模量高。6.)耐磨性好。7.)耐高速屈撓。8.)耐高頻振颤。9.)耐擠壓，耐衝擊強度高。10.)耐熱性好，抗熔性要高。11.)不易起靜電，不帶靜電。12.)抗紫外線耐光性能好。13.)色牢度好，不易褪色。15.)耐黴菌蟲蛀。16.)與各式膠料親合性好，黏結力高。17.)性質穩定可耐長久置放。18.)長時使用物性不變，壽命高。19.)外觀平整亮麗。20.)單價高貴不貴。上述皮帶兼具的特性係自有工業皮帶製品應用以來，世界上各生產工廠長期投入相關複合材料的加工技術開發，及研究如何完善妥適應對的策略並達突破之未解課題。, 本論文具體開發完成新型工業皮帶的製程技術開發：, 1.)包覆織物在前期加工所加與的絲油能妥適去除。可有效的增強包覆織物與膠料間的親合性及提升其配套需求面的物理性及化學性。, 2.)包覆織物能妥適完成染色工序。使外觀持久平整亮麗。, 3.)包覆織物能妥適完成浸漬RFL工序。使與各式膠料親合性好，黏結力強固。長時使用物性不變，壽命高。, 並得到新型工業皮帶製品最佳化的特性分別為：., 1.)可以以聚酯/尼龍長纖紗來取代往日一般業界長期採用的棉/聚酯短纖維紗，做為織造包覆織物的原材料，更可妥適達到物理性能及化學性能高標要求。且其黏結力與壽命測試結果是往日相同產品的數倍優異。, 2.)如果採用聚酯/尼龍長纖纖維再以本研究所得結果的角度切法來裁切包覆織物，則可用一般平紋織法所織造的包覆織物來取代必需使用特殊織機織造的昂貴廣角布布種。可合宜的降低原料成本。, ,",工程
"隨著工業4.0 的熱潮正席捲全球之際，智慧化與自動化工廠已蔚然成為各大, 製造公司建構的必然趨勢，但是所必須投資的人力、物力與財力等各項資源，, 必然也是相當的可觀，也絕非台灣一般中小型企業的傳統工廠所能負擔。面對, 這一波全球性的工業改革浪潮，產官學界任誰也無法置身度外，尤其是國內傳, 統中小型製造商，除了苦於資源和研發能力缺乏的困境外，對於不同階段所投, 資建構的傳統生產機具，既不具備監控與相互連線的功能，而且生管流程仍依, 循舊有模式，受到諸多人為有形無形的牽制，更遑論工廠智慧化與自動化，嚴, 重影響生產機具稼動率與產能，若無適當可行的積極作為與方案，恐有落於被, 邊緣化而遭淘汰的窘境。有鑑於此，本研究提出一創新且經濟實惠的作法，將, 傳統機具加裝感測器，如三軸加速器、溫度與濕度感應器等等，利用物聯網與, 大數據模式，蒐集生產機具與廠域資料，來利用類神經網路反覆進行資料分類, 與分析，進而達到趨於最佳化的機器學習境界，找出各種不同情境的特徵值，, 再利用新穎的資料分析法-天際線查詢方式，依循不同情境需求，提供最佳解決, 方案，以實現智慧化與自動化的目標。以此架構與方法，本研究藉由彈簧與航, 空機件的工廠生產機具與場域，實地驗證找出優化方案，促使傳統生產機具與, 生產流程，亦可經由最新科技理論與方法，提升生產機具稼動率與產能，逐步, 邁向智慧化與自動化，希望可以達到工業4.0 的理想目標。,",工程
"工業4.0的核心在於以數位化的資訊技術輔助自動化的實體製造，因此虛實整合系統(Cyber-Physical System；簡稱CPS)的概念屢受關注。本論文的研究動機是想從工程軟體的角度出發，了解智能化(包含數位化與自動化)工具如何協助製造業智慧生產，進而達成縮短上市時程的目的。本文應用歸納法，以知名工業軟體供應商的智能化工具發展歷程，探討設計軟體達成智能化的方法與趨勢。並且，本文採用廣泛被製造業所運用的電腦輔助設計(Computer aided design, CAD)工具，利用一個簡化的工程案例並利用實驗設計法，以評估使用傳統設計工具與智能化工具方法的差異。另一個目的則是透過此實驗，提供一個評價CAD軟體自動化成效的方法。, 研究結果顯示，各大工業軟體為了因應工業界對於設計軟體自動化的需求，大量的利用併購的方式，來擴張自身軟體的功能；除了涵蓋了傳統CAD/CAM/CAE外，也快速的引入了產品生命週期（Product lifecycle management, PLM）概念，並且持續朝向雲端發展。另一方面，本研究經由實作得知，無論使用傳統或是智能化工具，兩者所得到的最佳設計參數與其數值特徵也相當接近。但若是以完成設計工作時間的節約而言，使用智能化工具的方法明顯是優於傳統設計的方法。相較於傳統設計的方法，只能不斷修改模型尺寸，得到最佳方案，而智能化設計的方法可以利用更便捷的方式，快速的計算並列出許多可選方案，提供設計者選擇。因此，設計軟體的智能化，主要是希望透過降低設計師重複性較高的低階工作，而將重心放到更高階的設計思考上。, , , , ,",工程
"本研究旨在發展高級工業職業學校「工業配線丙級」檢測訓練課程教材，以彌補現有制式測試參考資料之不足。研究中將文字設計成多元實作圖片，以適合實作取向教學法之所需。此外，亦歸納出學生於學習過程中較容易忘記或錯誤的部分，重點加以解說。至於基本配線的部分，則由現場授課教師藉由圖示，強化學生的學習成效。如此，不僅可縮減教材篇幅，進而讓學生利用顯而易懂圖形來增進記憶，於實際參與檢定時，大幅減少配線出錯機率。實證教學結果顯示，本研究所發展出之教材與教法符合教學預期，不僅能提高證照取得率，同時也能減輕授課教師在教學過程中的壓力。,",工程
"本論文主要針對各種標準時間協定與時間同步架構介紹其原理，進而瞭解跨系統間交互通訊協定及精確度誤差。利用量測儀器取得各通訊間的誤差，並重新建構設計誤差容許值，使不同系統能進一步取得時間同步且誤差值視為可接受且不影響精度，亦可提供系統在分析與維護時的後端有效數據。,",工程
"在油槽之程序控制中PID使用相當廣泛，例如高壓槽、常壓槽等都可見其蹤跡，如此受歡迎的原因為此種控制器是屬於通用的型式，適用於各種不同的工作程序，不需受到操控程序的模式。而目前工業界有許多PID控制器，在不同環境下，所設定的PID參數皆不同。在PID驅動的控制閥中，廣泛使用的是溫度控制、壓力控制。本論文中藉由PID參數模擬以及透過Ziegler-Nichols經驗法則對系統不斷的嘗試錯誤，將其結果使用Ziegler-Nichols法則計算其控制器參數，找出最適合用在此實驗中的PID參數設定。, 論文中藉由Ziegler-Nichols經驗法則比較得知最佳數值為K_p=0.8，K_i =0.5，K_d=0.25，相較於其他設定數值比較起來使得機台運作趨於穩定狀態，提升生產效率。經由這次研究可使未來在調整PID控制方面，能夠更快的了解客戶的需求，不僅可以確保所獲得的控制器的穩定性，也可以有效改善演算法的運作效率，也能使得控制器的效能更加優良，更具強健性的控制性能。, ,",工程
"建築技術規則自公告至今，經歷了無數次修正，但關於廠房類建築，一直沒有太大的改變。隨著社會及經濟的進步，廠房類建築物也越來越多樣，從以前的單層式山形廠房，到現在的多層式、大跨距或是超高樓層的廠房。現有建築技術規則能否滿足上述工業廠房的需要，或者是在滿足法規需求的前提上，以最經濟的方式達到目標，都是大家須面對的課題。, 高雄市綠建築自治條例自101年7月1日實施至今，一直以來是高雄市建築從業人員談論的焦點，從屋頂綠化、太陽光電及綠能代金，無一不是創全國先例，希望能扭轉世人對高雄工業城市的刻板印象。而在這種思維下，法規在針對工廠類建築物遇到屋頂綠化及太陽光電建置問題時，能否有彈性的正向對策及運用方式，讓業界不在只是迫於規定而建置，而是了解建置後對環境、本身及公眾利益是有幫助的。, 工業廠房因其廠域性及特殊性，如何在確保安全、合法的前提下，達到法令要求，除了關係到安全外，也關係到經濟，本論文期望從基地面向的滯洪池、外觀面相的綠化及太陽光電，一直到建物內部的無障礙設施，設計者如何提供最佳化設計，提供正向的對策來滿足需求。, ,",工程
"台灣的工業設計實力有目共睹，豐沛的設計教育資源讓台灣設計人力與日俱增，成就許多設計人才，並於世界各設計大獎屢創佳績。然則研究者發現，雖設計人才輩出，但其新產品開發成功率仍未顯著提升，存在其設計思維與市場思維之斷層。欲深入探究其原因，綜觀學術界與實務界，雖已有許多對於新產品開發與顧客價值之研究，卻鮮少討論其新產品開發與顧客價值之間的相互關係與實際作法。因此，本研究欲將工業設計產品之開發歷程與其探索顧客價值之方法進行交互分析，完整其各階段之探索顧客價值具體做法，供未來設計產品開發者參酌。, 本研究採用個案研究法，選定「打鐵仔」、「層層生活」、「走走家具」三間台灣設計家具個案研究，作為本研究實證之核心內容。透過探究新產品開發之流程及探索顧客價值之方法，輔以學術相關研究進行綜合分析比較。, 本研究結果發現，工業設計產品作為一提供解決人類問題的新提案，與顧客有密不可分的關係。此外，在新產品開發過程中，設計者需綜觀設計與市場思維進行權衡性創作思考，並隨時注意顧客價值隨人事時地物之變化之可能，進而做動態調整修正。最後，進行顧客價值之探索時，需注意其樣本是否與目標客群相對應，為達成商品化之目標，設計師最終採納之顧客價值類型多半來自於功能/手段的價值創造，透過其權衡性的評估，方才讓其新產品能夠在市場及設計間找出一條最佳的發展途徑。,",工程
"近年來，國內技職教育日益受到政府重視，各大專院校整合校內資源系統，以提升組織效能與維持國內競爭力，各科系積極開設專業教育及訓練課程，其中技術學院改制升格為科技大學後專業實務課程多改為理論教學，使學生實作能力減弱，許多傳統產業進而出現專業技術人員不足的困境，透過本位課程選擇相關專業課程並與業界結合，補足學校所無法提供的技術，藉以培育政府與產業所需之專業人才，但因業界範圍太過廣大外加人力不充足，故本研究之主要先以學生為主要調查目的。, 本研究以某科技大學-工業工程與管理學系大四生為例，進行問卷調查探討工業工程與管理學系所教授之專業技能，利用KSAO模型結合IPA分析與KANO二維品質模式分析後，改善順序為：「專業倫理」>「資訊能力」>「組織能力」>「社會責任」>「基礎知識」>「工程圖學」。可作為各大專院校工業工程與管理系所最佳發展方向及競爭力之參考，提高專業教學發展之品質，創造學習之價值。,",工程
"隨著機器人產業的發展，越來越多的工廠引進機械手臂進行工廠自動化生產，但隨著任務逐漸複雜，提供更直覺的操作方式以減輕操作員的負擔，成為重要的研究課題。目前的機械手臂的任務教導，大多以傳統式的教導盒或是操作電腦進行設定，需要花費較長的時間進行操控及設定，為了要使任務教導效率提高，友善的人機操控介面及方法是值得研究的方向。本論文使用Android平台之平板電腦來操作工業用機械手臂，使用者於平板介面進行卡式操控時，受限於以二維介面操控三維空間運動的侷限，並無法準確得知機械手臂與環境相互關係，因此加入深度感測器，據以提供三維空間資訊，輔助使用者提升操控效率，同時增加安全性，此外，也透過實驗比較所開發的介面與其他操控介面的表現，驗證了本研究所開發系統確實能有效減少使用者負擔、提高任務效率。我們也分析有無相關知識背景的受測者執行結果，並針對受測者作問卷調查，以了解受測者在使用所開發介面的感受，所得到的意見回饋將作為未來系統改進之參考。,",工程
"盱衡世界各國漸朝建立績效評估為導向的預算制度，在國家總體科技預算有限的情況下，為確保科技研發資源運用的有效性，對政府研發補助計畫進行成效評估實有其必要。, 本研究採用個案研究法，以經濟部技術處所推動之科技專案為研究對象，進行研發補助計畫執行成效評估之研究，期達成二個目標：1.瞭解工基計畫之執行成效，及其與政策目標之連結；2.科專績效評估指標對專案類計畫之適用性。, 本研究從結案計畫中選取兩個個案，進行個案資料蒐集與整理，以利比較與驗證。評估方法以IROT (投入因素、成果產出、成果運用及效益等四個構面) 為基礎的評估架構，評估項目則兼納政策制定者、廠商及社會大眾所關注的議題(產業效益、營收、就業)進行評估。, 研究顯示計畫成果與工基計畫之推動目標具有高度連結，執行成效同時顯現經濟效益、產業效益及社會效益，堪為科技政策辯護之佐證；資深/優質的研究人力，有助提升研發績效；專利對執行廠商保障其研發成果至關重要，也是衡量研發成果的重要指標，但以專利衡量計畫的研發成果不免產生偏頗，因此專利、論文及研究報告一類技術指標，應視計畫屬性與產業別而異，予以彈性及調整空間。,",工程
"本研究主要目的在探討我國公立技術型高中工業類科教師組織氣氛知覺與專業成長知能之現況及其關係，研究採用問卷調查法，以105學年度任職於公立技術型高中工業類科前三大群（電機與電子群、機械群、動力機械群）之教師為研究對象，採分層比例叢集抽樣，共計發放584份問卷，回收525份，有效問卷共501份，有效問卷回收率85.79%。問卷回收後所得資料採用描述性統計分析、單一樣本及獨立樣本t檢定、單因子變異數分析、Scheffé事後比較檢定及皮爾森積差相關等統計方法進行分析。歸納本研究結果加以分析獲得以下結論：, 一、公立技術型高中工業類科教師整體的組織氣氛知覺屬於中高程度，以「科主任支持行為」構面最高。, 二、不同群別、學校規模的公立技術型高中工業類科教師的組織氣氛知覺有顯著差異。, 三、公立技術型高中工業類科教師整體的專業成長知能屬於中高程度，以「專業態度知能」構面最高。, 四、不同學校地區的公立技術型高中工業類科教師的專業成長知能有顯著差異。, 五、公立技術型高中工業類科教師的組織氣氛知覺與教師專業成長知能有顯著相關。, 本研究並依據研究結果提出具體結論與建議，期供技術型高中工業類學校行政、科主任及教師參考。,",工程
"在過去，製造業為了解決大量生產之商品銷貨不佳，而必須銷毀商品造成浪費嚴重；在未來，世界因應社會責任、環保主張，勢必將會走入以「客製化」與「個性化」為手段、商品「批量小至一個」也能夠開發生產的智慧製造，即所謂工業4.0；也由於資訊技術上的突破，人們進入了數位經濟時代。在這個新興時代，數位連結網路造成了極大的顛覆；強調具有多位行為者互動、合理分配的平台經濟模式因工業與資訊技術的革新，趁勢席捲整個產業。, 企業資源規劃系統(ERP)一直是企業管理之核心資訊系統，但為因應未來工業4.0與平台經濟、客製化、個性化製造等趨勢，此資訊系統理當與時俱進。是故，本研究提出的因應工業4.0與平台經濟趨勢之創新ERP系統概念設計，賦予各組織有獨立的三個帳戶，從中算出客製化產品之實際成本；再利用DOMAIN的概念進行資料的分類與編碼便於管理數據，找出客製化訂單的所有關係者，以做出合理的利潤分配，符合並滿足未來工業4.0、平台經濟模式之需求。,",工程
"工業4.0時代的來臨，工業機器人也將會扮演相當重要的角色。專家指出，以網際網路、新材料和新能源為基礎的「智慧製造」將是下一波工業革命的核心，而主體就是工業機器人。, 本論文研究水平關節型(SCARA；Selective Compliance Assembly Robot Arm) 工業機器人之設計，其中包括交流伺服驅動器、RV減速機、滾珠螺桿花鍵、時規皮帶、時規皮帶輪與機構的製作技術，可提供工程師學習製造工業機器人之範本，在工業4.0時代下將是最重要的關鍵技術。, 使用SolidWorks電腦輔助設計軟體設計水平關節型工業機器人的機構，並使用電腦數值控制工具機與加工中心機製作完成，控制部分是使用乙太網控制自動化技術(EtherCat)，規劃正向運動學及逆向運動學控制工業機器人四軸運動，並且將輸入/輸出介面及氣壓接頭整合進水平關節型工業機器人。, 本論文設計之水平關節型工業機器人，與市售之水平關節型工業機器人，最大不同是使用乙太網控制自動化技術之控制器，及工業機器人之第一軸與第二軸使用RV減速機，其中乙太網控制自動化技術優點有快速、多軸同步性高、可控制從端數量多等特色，而RV減速機優點是剛性強、抗衝擊性強、輸出扭矩大、以及高精密度定位等特色。,",工程
"本研究提出使用高穩定銦錫氧化觸控薄膜應用於溫度、酸鹼度及電導度三者特性開發與量測，改良前人穩定性不高的濕式王水蝕刻製程，採用快速雷雕取代，在酸鹼感測晶片上，使用雷射加工的方式，定義出溫度及電導度的電極圖形，此製程不僅大幅縮短晶片製程時間，也提高晶片加工後電極與電極間絕緣穩定性，使整體晶片可微小化。晶片後端量測架構中，酸鹼度感測部份，改良前人酸鹼量測中延伸式閘極場效電晶體(Extended-Gate Field Effect Transistor)架構，使用經過挑選的市售電晶體，搭配本研究開發穩定I - V轉換電路，得以作為穩定後端特性量測。溫度及電導度部份，連接市售電錶作為特性量測。在晶片連結部份，本研究使用6 pin軟性電路板(Flexible Printed Circuit，FPC)連接器作為電路與晶片電極連接橋梁，與其它市售腳位較平坦的連接器相比，FPC連接器接腳相對較立體，可以與感測晶片緊密接觸。且連接器可插拔特性，適合當薄膜長期量測損壞時，可迅速取下更換，成為一個多功能晶片可拋式感測器。量測結果顯示，微小化感測晶片，酸鹼感測範圍仍可達pH3 – pH13，且面積在19.5 ~ 52.0 mm2 變異量<8%及流動測試在100 ~ 500轉(Revolution(s) Per Minute, rpm)變異量< 4 %。溫度部份，水溫約每上升1oC ，感測薄膜的電阻大約會上升2 Ω，且不同初始電阻具有相同溫度電阻特性。電導度部份，可明顯區分不同水質電導度。雷射穩定度部份，利用雷射加工製作20片不同晶片，在相同酸鹼下，晶片變異量小於7%。最後，收集9位測試者，共計10個尿液樣本，成功歸納出飲食與尿液酸鹼及離子濃度關係。由一系列研究結果，驗證以此方式加工開發出的多重微型感測晶片，具有良好的穩定性，對尿液也具可進行實際感測，未來可將朝拋棄式及結合生理監控系統方向發展。,",工程
"在此製造業已臻成熟的基礎下，許多台灣廠商開始建立品牌，藉由設計創造優勢，引入工業設計師(Industrial designer)則是相對重要的一環，工業設計師扮演著在特定的條件限制下創新的角色，產生具有創意之產品造型設計(Form design)，並建立競爭上的優勢。工業設計中，汽車改裝套件設計(Aerodynamics body kits)創新難度最高，需要高強度的產品意象造型能力與三維立體曲面建構觀念，在工業設計界被認定為造型創新難度相當高的產品。基於此，本研究以汽車改裝套件之設計專利為例，探討全球工業設計造型創新之演進，進一步討論各國在此領域的能耐與相對優勢。, , 本研究以汽車改裝套件專業名詞中為關鍵詞，如保險桿(bumper)等進行專利檢索，透過全球專利資料庫WEBPAT擷取1978年到2016年共1866筆美國專利，並以此專利資料做主路徑分析及集群分析，探討整體專利之長期發展與設計知識網絡現況，再藉由造型風格分析矩陣的分析，提供實務上的市場切入建議。將專利的外部關係與內部內容做完整的統一，整合出完整的策略佈局分析。, , 研究發現汽車改裝套件設計專利最早源自於1978年法商雷諾(Renault)，1980年開始，日商(Toyota、Honda等)、美商(Ford、GM等)、德商(Daimler AG、BMW等)陸續投入設計專利申請，以及1984年改裝廠(Lorinser、Lund等)也開始進入。根據發展主路徑，造型趨勢從早期方正、簡約的形態，演化到現代多曲面、流線的形態，且汽車改裝套件設計專利並沒有領導設計主流的廠商，顯示各廠商創新能力相當。集群分析結果顯示，各廠商所著力的方向各有差異，不同群組中各有主流廠商，擾流板群組為例，德國保時捷(Porsche)為掌握該群組主要的廠商。本研究可提供新進入者在產業策略上的資料分析及策略佈局，並進一步自造型創新趨勢中，得知各國家及廠商在設計上的方向及長期優勢；藉了解工業設計創新能力，重新為企業的轉型定位。,",工程
